pointer, money, price, salary, sales, production, storage, workers, labor_capacity, plan, profit, time
0597C998, 37291.7, 0.811732, 1.6, 200, 200, 1571.67, 40, 40, 199.573, 136, 269
0597C998, 37427.7, 0.982196, 1.16364, 200, 275, 1643.06, 55, 55, 271.025, 136, 270
0597C998, 37563.7, 0.795579, 1.56098, 200, 205, 1596.67, 41, 41, 203.625, 136, 271
0597C998, 37699.7, 0.96265, 1.14286, 200, 280, 1668.9, 56, 56, 276.528, 136, 272
0597C998, 37835.7, 0.779747, 1.52381, 200, 210, 1622.41, 42, 42, 207.76, 136, 273
0597C998, 37971.7, 0.943493, 1.12281, 200, 285, 1695.42, 57, 57, 282.143, 136, 274
0597C998, 38107.7, 0.76423, 1.48837, 200, 215, 1648.73, 43, 43, 211.978, 136, 275
0597C998, 38243.7, 0.924718, 1.10345, 200, 290, 1722.44, 58, 58, 287.871, 136, 276
0597C998, 38379.7, 0.749021, 1.45455, 200, 220, 1675.43, 44, 44, 216.282, 136, 277
0597C998, 38515.7, 0.906316, 1.08475, 200, 295, 1749.75, 59, 59, 293.717, 136, 278
0597C998, 38651.7, 0.734116, 1.42222, 200, 225, 1702.31, 45, 45, 220.673, 136, 279
0597C998, 38787.7, 0.88828, 1.06667, 200, 300, 1777.16, 60, 60, 299.68, 136, 280
0597C998, 38923.7, 0.719507, 1.3913, 200, 230, 1729.18, 46, 46, 225.155, 136, 281
0597C998, 39059.7, 0.870604, 1.03226, 200, 310, 1809.45, 62, 62, 305.765, 136, 282
0597C998, 39195.7, 0.705189, 1.3913, 200, 230, 1755.83, 46, 46, 229.726, 136, 283
0597C998, 39331.7, 0.853278, 1.01587, 200, 315, 1836.43, 63, 63, 311.973, 136, 284
0597C998, 39467.7, 0.691155, 1.3617, 200, 235, 1782.06, 47, 47, 234.39, 136, 285
0597C998, 39603.7, 0.836298, 1, 200, 320, 1862.9, 64, 64, 318.307, 136, 286
0597C998, 39739.7, 0.677402, 1.33333, 200, 240, 1807.65, 48, 48, 239.149, 136, 287
0597C998, 39875.7, 0.819656, 0.984615, 200, 325, 1888.66, 65, 65, 324.77, 136, 288
0597C998, 40011.7, 0.663921, 1.30612, 200, 245, 1832.42, 49, 49, 244.006, 136, 289
0597C998, 40147.7, 0.803345, 0.955224, 200, 335, 1918.46, 67, 67, 331.365, 136, 290
0597C998, 40283.7, 0.650709, 1.28, 200, 250, 1861.1, 50, 50, 248.959, 136, 291
0597C998, 40419.7, 0.787358, 0.941176, 200, 340, 1947.09, 68, 68, 338.092, 136, 292
0597C998, 40555.7, 0.63776, 1.2549, 200, 255, 1888.51, 51, 51, 254.014, 136, 293
0597C998, 40691.7, 0.77169, 0.927536, 200, 345, 1974.33, 69, 69, 344.958, 136, 294
0597C998, 40827.7, 0.625069, 1.23077, 200, 260, 1914.36, 52, 52, 259.171, 136, 295
0597C998, 40963.7, 0.756333, 0.901408, 200, 355, 2004.91, 71, 71, 351.961, 136, 296
0597C998, 41099.7, 0.61263, 1.20755, 200, 265, 1943.44, 53, 53, 264.434, 136, 297
0597C998, 41235.7, 0.741282, 0.888889, 200, 360, 2033.62, 72, 72, 359.107, 136, 298
0597C998, 41371.7, 0.600438, 1.18519, 200, 270, 1970.52, 54, 54, 269.803, 136, 299
0597C998, 41507.7, 0.726531, 0.864865, 200, 370, 2065.23, 74, 74, 366.398, 136, 300
0597C998, 41643.7, 0.58849, 1.14286, 200, 280, 2005.38, 56, 56, 275.281, 136, 301
0597C998, 41779.7, 0.712073, 0.853333, 200, 375, 2099.53, 75, 75, 373.839, 136, 302
0597C998, 41915.7, 0.576779, 1.12281, 200, 285, 2037.75, 57, 57, 280.871, 136, 303
0597C998, 42051.7, 0.697902, 0.831169, 200, 385, 2136.18, 77, 77, 381.428, 136, 304
0597C998, 42187.7, 0.565301, 1.10345, 200, 290, 2072.37, 58, 58, 286.573, 136, 305
0597C998, 42323.7, 0.684014, 0.820513, 200, 390, 2169.99, 78, 78, 389.174, 136, 306
0597C998, 42459.7, 0.554051, 1.08475, 200, 295, 2104, 59, 59, 292.392, 136, 307
0597C998, 42595.7, 0.670402, 0.8, 200, 400, 2205.66, 80, 80, 397.076, 136, 308
0597C998, 42731.7, 0.543026, 1.06667, 200, 300, 2137.35, 60, 60, 298.328, 136, 309
0597C998, 42867.7, 0.657061, 0.780488, 200, 410, 2242.95, 82, 82, 405.137, 136, 310
0597C998, 43003.7, 0.53222, 1.04918, 200, 305, 2172.17, 61, 61, 304.386, 136, 311
0597C998, 43139.7, 0.643986, 0.771084, 200, 415, 2276.63, 83, 83, 413.364, 136, 312
0597C998, 43275.7, 0.521628, 1.01587, 200, 315, 2208.23, 63, 63, 310.565, 136, 313
0597C998, 43411.7, 0.63117, 0.752941, 200, 425, 2316.33, 85, 85, 421.757, 136, 314
0597C998, 43547.7, 0.511248, 1, 200, 320, 2245.12, 64, 64, 316.872, 136, 315
0597C998, 43683.7, 0.61861, 0.735632, 200, 435, 2356.83, 87, 87, 430.319, 136, 316
0597C998, 43819.7, 0.501074, 0.984615, 200, 325, 2282.71, 65, 65, 323.305, 136, 317
0597C998, 43955.7, 0.6063, 0.727273, 200, 440, 2392.83, 88, 88, 439.058, 136, 318
0597C998, 44091.7, 0.491103, 0.969697, 196.441, 330, 2322.83, 66, 66, 329.87, 132.441, 319
0597C998, 44224.1, 0.594234, 0.714332, 200, 440, 2426.25, 88, 88, 440, 137.139, 320
0597C998, 44361.2, 0.48133, 0.941176, 192.532, 340, 2366.25, 68, 68, 336.567, 128.532, 321
0597C998, 44489.8, 0.582409, 0.700117, 200, 440, 2462.85, 88, 88, 440, 138.39, 322
0597C998, 44628.2, 0.471751, 0.927536, 188.7, 345, 2407.85, 69, 69, 343.402, 124.7, 323
0597C998, 44752.9, 0.570819, 0.686183, 200, 440, 2497.46, 88, 88, 440, 139.616, 324
0597C998, 44892.5, 0.462363, 0.901408, 184.946, 355, 2452.46, 71, 71, 350.373, 120.946, 325
0597C998, 45013.4, 0.55946, 0.672529, 200, 440, 2534.99, 88, 88, 440, 140.817, 326
0597C998, 45154.2, 0.453162, 0.888889, 181.265, 360, 2494.99, 72, 72, 357.488, 117.265, 327
0597C998, 45271.5, 0.548326, 0.659146, 200, 440, 2570.24, 88, 88, 440, 141.995, 328
0597C998, 45413.5, 0.444144, 0.876712, 177.658, 365, 2535.24, 73, 73, 364.746, 113.658, 329
0597C998, 45527.2, 0.537415, 0.646029, 200, 440, 2603.07, 88, 88, 440, 143.149, 330
0597C998, 45670.3, 0.435306, 0.853333, 174.122, 375, 2578.07, 75, 75, 372.152, 110.122, 331
0597C998, 45780.4, 0.52672, 0.633171, 200, 440, 2638.38, 88, 88, 440, 144.281, 332
0597C998, 45924.7, 0.426643, 0.842105, 170.657, 380, 2618.38, 76, 76, 379.708, 106.657, 333
0597C998, 46031.4, 0.516239, 0.620572, 200, 440, 2670.98, 88, 88, 440, 145.39, 334
0597C998, 46176.8, 0.418153, 0.820513, 167.261, 390, 2660.98, 78, 78, 387.419, 103.261, 335
0597C998, 46280, 0.505965, 0.608222, 200, 440, 2705.72, 88, 88, 440, 146.476, 336
0597C998, 46426.5, 0.409832, 0.8, 163.932, 400, 2705.72, 80, 80, 395.284, 99.9325, 337
0597C998, 46526.4, 0.495897, 0.596118, 198.358, 440, 2745.72, 88, 88, 440, 145.9, 338
0597C998, 46672.3, 0.401676, 0.793433, 160.671, 400, 2745.72, 80, 80, 400, 97.1961, 339
0597C998, 46769.5, 0.486028, 0.584257, 194.411, 440, 2785.72, 88, 88, 440, 142.997, 340
0597C998, 46912.5, 0.393683, 0.777646, 157.473, 400, 2785.72, 80, 80, 400, 95.2618, 341
0597C998, 47007.8, 0.476356, 0.572631, 190.543, 440, 2825.72, 88, 88, 440, 140.151, 342
0597C998, 47147.9, 0.385849, 0.76217, 154.34, 400, 2825.72, 80, 80, 400, 93.3659, 343
0597C998, 47241.3, 0.466877, 0.561235, 186.75, 440, 2865.72, 88, 88, 440, 137.362, 344
0597C998, 47378.7, 0.37817, 0.747001, 151.268, 400, 2865.72, 80, 80, 400, 91.5081, 345
0597C998, 47470.2, 0.457586, 0.550066, 183.034, 440, 2905.72, 88, 88, 440, 134.629, 346
0597C998, 47604.8, 0.370645, 0.732138, 148.258, 400, 2905.72, 80, 80, 400, 89.6867, 347
0597C998, 47694.5, 0.44848, 0.539119, 179.392, 440, 2945.72, 88, 88, 440, 131.949, 348
0597C998, 47826.4, 0.363269, 0.717567, 145.307, 400, 2945.72, 80, 80, 400, 87.9021, 349
0597C998, 47914.3, 0.439555, 0.528391, 175.822, 440, 2985.72, 88, 88, 440, 129.324, 350
0597C998, 48043.7, 0.35604, 0.703288, 142.416, 400, 2985.72, 80, 80, 400, 86.1531, 351
0597C998, 48129.8, 0.430808, 0.517877, 172.324, 440, 3025.72, 88, 88, 440, 126.75, 352
0597C998, 48256.6, 0.348955, 0.689294, 139.582, 400, 3025.72, 80, 80, 400, 84.4381, 353
0597C998, 48341, 0.422235, 0.507569, 168.894, 440, 3065.72, 88, 88, 440, 124.228, 354
0597C998, 48465.2, 0.34201, 0.675575, 136.804, 400, 3065.72, 80, 80, 400, 82.7582, 355
0597C998, 48548, 0.413833, 0.49747, 165.533, 440, 3105.72, 88, 88, 440, 121.756, 356
0597C998, 48669.7, 0.335204, 0.662133, 134.082, 400, 3105.72, 80, 80, 400, 81.1113, 357
0597C998, 48750.9, 0.405597, 0.487571, 162.239, 440, 3145.72, 88, 88, 440, 119.333, 358
0597C998, 48870.2, 0.328534, 0.648955, 131.413, 400, 3145.72, 80, 80, 400, 79.497, 359
0597C998, 48949.7, 0.397526, 0.477867, 159.011, 440, 3185.72, 88, 88, 440, 116.958, 360
0597C998, 49066.6, 0.321996, 0.636042, 128.798, 400, 3185.72, 80, 80, 400, 77.9148, 361
0597C998, 49144.6, 0.389615, 0.468357, 155.846, 440, 3225.72, 88, 88, 440, 114.631, 362
0597C998, 49259.2, 0.315588, 0.623384, 126.236, 400, 3225.72, 80, 80, 400, 76.3649, 363
0597C998, 49335.5, 0.381862, 0.459038, 152.745, 440, 3265.72, 88, 88, 440, 112.349, 364
0597C998, 49447.9, 0.309308, 0.610979, 123.723, 400, 3265.72, 80, 80, 400, 74.8446, 365
0597C998, 49522.7, 0.374263, 0.449902, 149.705, 440, 3305.72, 88, 88, 440, 110.114, 366
0597C998, 49632.8, 0.303153, 0.59882, 121.261, 400, 3305.72, 80, 80, 400, 73.3557, 367
0597C998, 49706.2, 0.366815, 0.44095, 146.726, 440, 3345.72, 88, 88, 440, 107.922, 368
0597C998, 49814.1, 0.29712, 0.586903, 118.848, 400, 3345.72, 80, 80, 400, 71.8955, 369
0597C998, 49886, 0.359515, 0.432174, 143.806, 440, 3385.72, 88, 88, 440, 105.775, 370
0597C998, 49991.8, 0.291207, 0.575224, 116.483, 400, 3385.72, 80, 80, 400, 70.4647, 371
0597C998, 50062.3, 0.352361, 0.423573, 140.944, 440, 3425.72, 88, 88, 440, 103.67, 372
0597C998, 50165.9, 0.285412, 0.563777, 114.165, 400, 3425.72, 80, 80, 400, 69.0626, 373
0597C998, 50235, 0.345349, 0.415145, 138.139, 440, 3465.72, 88, 88, 440, 101.607, 374
0597C998, 50336.6, 0.279733, 0.552558, 111.893, 400, 3465.72, 80, 80, 400, 67.6882, 375
0597C998, 50404.3, 0.338476, 0.406883, 135.391, 440, 3505.72, 88, 88, 440, 99.5852, 376
0597C998, 50503.9, 0.274166, 0.541564, 109.666, 400, 3505.72, 80, 80, 400, 66.3413, 377
0597C998, 50570.2, 0.331741, 0.398787, 132.696, 440, 3545.72, 88, 88, 440, 97.6032, 378
0597C998, 50667.8, 0.26871, 0.530786, 107.484, 400, 3545.72, 80, 80, 400, 65.0212, 379
0597C998, 50732.8, 0.325139, 0.390851, 130.055, 440, 3585.72, 88, 88, 440, 95.6605, 380
0597C998, 50828.5, 0.263363, 0.520221, 105.345, 400, 3585.72, 80, 80, 400, 63.7274, 381
0597C998, 50892.2, 0.318669, 0.383073, 127.467, 440, 3625.72, 88, 88, 440, 93.7569, 382
0597C998, 50986, 0.258122, 0.509869, 103.249, 400, 3625.72, 80, 80, 400, 62.459, 383
0597C998, 51048.4, 0.312327, 0.375449, 124.931, 440, 3665.72, 88, 88, 440, 91.8915, 384
0597C998, 51140.3, 0.252985, 0.499724, 101.194, 400, 3665.72, 80, 80, 400, 61.2164, 385
0597C998, 51201.5, 0.306112, 0.367979, 122.445, 440, 3705.72, 88, 88, 440, 90.0624, 386
0597C998, 51291.6, 0.247951, 0.489778, 99.1805, 400, 3705.72, 80, 80, 400, 59.9982, 387
0597C998, 51351.6, 0.30002, 0.360656, 120.008, 440, 3745.72, 88, 88, 440, 88.2707, 388
0597C998, 51439.9, 0.243016, 0.480034, 97.2065, 400, 3745.72, 80, 80, 400, 58.8038, 389
0597C998, 51498.7, 0.29405, 0.353478, 117.62, 440, 3785.72, 88, 88, 440, 86.5136, 390
0597C998, 51585.2, 0.23818, 0.470479, 95.2723, 400, 3785.72, 80, 80, 400, 57.634, 391
0597C998, 51642.8, 0.288198, 0.346445, 115.279, 440, 3825.72, 88, 88, 440, 84.7919, 392
0597C998, 51727.6, 0.233441, 0.461116, 93.3762, 400, 3825.72, 80, 80, 400, 56.4869, 393
0597C998, 51784.1, 0.282463, 0.33955, 112.985, 440, 3865.72, 88, 88, 440, 83.1049, 394
0597C998, 51867.2, 0.228795, 0.451941, 91.518, 400, 3865.72, 80, 80, 400, 55.3628, 395
0597C998, 51922.6, 0.276842, 0.332793, 110.737, 440, 3905.72, 88, 88, 440, 81.4514, 396
0597C998, 52004, 0.224242, 0.442949, 89.6969, 400, 3905.72, 80, 80, 400, 54.261, 397
0597C998, 52058.3, 0.271333, 0.32617, 108.533, 440, 3945.72, 88, 88, 440, 79.8301, 398
0597C998, 52138.1, 0.21978, 0.434132, 87.912, 400, 3945.72, 80, 80, 400, 53.1814, 399
0597C998, 52191.3, 0.265933, 0.31968, 106.374, 440, 3985.72, 88, 88, 440, 78.2417, 400
0597C998, 52269.5, 0.215406, 0.425494, 86.1623, 400, 3985.72, 80, 80, 400, 52.1228, 401
0597C998, 52321.7, 0.260641, 0.313318, 104.257, 440, 4025.72, 88, 88, 440, 76.6848, 402
0597C998, 52398.3, 0.21112, 0.417027, 84.4478, 400, 4025.72, 80, 80, 400, 51.0856, 403
0597C998, 52449.4, 0.255455, 0.307083, 102.182, 440, 4065.72, 88, 88, 440, 75.1587, 404
0597C998, 52524.6, 0.206918, 0.408728, 82.7672, 400, 4065.72, 80, 80, 400, 50.069, 405
0597C998, 52574.7, 0.250371, 0.300972, 100.148, 440, 4105.72, 88, 88, 440, 73.6629, 406
0597C998, 52648.3, 0.202801, 0.400594, 81.1203, 400, 4105.72, 80, 80, 400, 49.0728, 407
0597C998, 52697.4, 0.245389, 0.294983, 98.1553, 440, 4145.72, 88, 88, 440, 72.1968, 408
0597C998, 52769.6, 0.198765, 0.392621, 79.5059, 400, 4145.72, 80, 80, 400, 48.0962, 409
0597C998, 52817.7, 0.240505, 0.289112, 96.2021, 440, 4185.72, 88, 88, 440, 70.7602, 410
0597C998, 52888.4, 0.194809, 0.384808, 77.9236, 400, 4185.72, 80, 80, 400, 47.139, 411
0597C998, 52935.6, 0.235719, 0.283359, 94.2876, 440, 4225.72, 88, 88, 440, 69.352, 412
0597C998, 53004.9, 0.190933, 0.37715, 76.3732, 400, 4225.72, 80, 80, 400, 46.2011, 413
0597C998, 53051.1, 0.231029, 0.277721, 92.4117, 440, 4265.72, 88, 88, 440, 67.9723, 414
0597C998, 53119.1, 0.187133, 0.369647, 74.8534, 400, 4265.72, 80, 80, 400, 45.2817, 415
0597C998, 53164.4, 0.226431, 0.272194, 90.5726, 440, 4305.72, 88, 88, 440, 66.6195, 416
0597C998, 53231, 0.183409, 0.36229, 73.3636, 400, 4305.72, 80, 80, 400, 44.3804, 417
0597C998, 53275.4, 0.221925, 0.266777, 88.77, 440, 4345.72, 88, 88, 440, 65.2936, 418
0597C998, 53340.7, 0.179759, 0.35508, 71.9039, 400, 4345.72, 80, 80, 400, 43.4975, 419
0597C998, 53384.2, 0.217509, 0.261469, 87.0036, 440, 4385.72, 88, 88, 440, 63.9944, 420
0597C998, 53448.2, 0.176182, 0.348015, 70.4728, 400, 4385.72, 80, 80, 400, 42.6316, 421
0597C998, 53490.8, 0.21318, 0.256265, 85.2722, 440, 4425.72, 88, 88, 440, 62.7209, 422
0597C998, 53553.5, 0.172676, 0.341089, 69.0704, 400, 4425.72, 80, 80, 400, 41.7833, 423
0597C998, 53595.3, 0.208938, 0.251165, 83.5754, 440, 4465.72, 88, 88, 440, 61.4729, 424
0597C998, 53656.8, 0.16924, 0.334302, 67.6958, 400, 4465.72, 80, 80, 400, 40.9517, 425
0597C998, 53697.7, 0.20478, 0.246167, 81.9122, 440, 4505.72, 88, 88, 440, 60.2495, 426
0597C998, 53758, 0.165872, 0.327649, 66.3489, 400, 4505.72, 80, 80, 400, 40.137, 427
0597C998, 53798.1, 0.200705, 0.241269, 80.2821, 440, 4545.72, 88, 88, 440, 59.0505, 428
0597C998, 53857.2, 0.162571, 0.321128, 65.0284, 400, 4545.72, 80, 80, 400, 39.3381, 429
0597C998, 53896.5, 0.196711, 0.236467, 78.6845, 440, 4585.72, 88, 88, 440, 57.8754, 430
0597C998, 53954.4, 0.159336, 0.314738, 63.7344, 400, 4585.72, 80, 80, 400, 38.5554, 431
0597C998, 53993, 0.192797, 0.231762, 77.1185, 440, 4625.72, 88, 88, 440, 56.7235, 432
0597C998, 54049.7, 0.156165, 0.308474, 62.4662, 400, 4625.72, 80, 80, 400, 37.7883, 433
0597C998, 54087.5, 0.18896, 0.22715, 75.5839, 440, 4665.72, 88, 88, 440, 55.5947, 434
0597C998, 54143.1, 0.153057, 0.302336, 61.2229, 400, 4665.72, 80, 80, 400, 37.036, 435
0597C998, 54180.1, 0.1852, 0.222629, 74.0799, 440, 4705.72, 88, 88, 440, 54.4886, 436
0597C998, 54234.6, 0.150012, 0.29632, 60.0046, 400, 4705.72, 80, 80, 400, 36.299, 437
0597C998, 54270.9, 0.181514, 0.218198, 72.6058, 440, 4745.72, 88, 88, 440, 53.4043, 438
0597C998, 54324.3, 0.147026, 0.290423, 58.8105, 400, 4745.72, 80, 80, 400, 35.5766, 439
0597C998, 54359.9, 0.177902, 0.213856, 71.1609, 440, 4785.72, 88, 88, 440, 52.3415, 440
0597C998, 54412.2, 0.144101, 0.284643, 57.6401, 400, 4785.72, 80, 80, 400, 34.8687, 441
0597C998, 54447.1, 0.174362, 0.2096, 69.7447, 440, 4825.72, 88, 88, 440, 51.2999, 442
0597C998, 54498.4, 0.141233, 0.278979, 56.4932, 400, 4825.72, 80, 80, 400, 34.1749, 443
0597C998, 54532.5, 0.170892, 0.20543, 68.3569, 440, 4865.72, 88, 88, 440, 50.279, 444
0597C998, 54582.8, 0.138422, 0.273427, 55.3689, 400, 4865.72, 80, 80, 400, 33.4947, 445
0597C998, 54616.3, 0.167491, 0.201341, 66.9966, 440, 4905.72, 88, 88, 440, 49.2786, 446
0597C998, 54665.6, 0.135668, 0.267986, 54.2671, 400, 4905.72, 80, 80, 400, 32.8282, 447
0597C998, 54698.4, 0.164158, 0.197335, 65.6632, 440, 4945.72, 88, 88, 440, 48.2977, 448
0597C998, 54746.7, 0.132968, 0.262653, 53.1873, 400, 4945.72, 80, 80, 400, 32.1751, 449
0597C998, 54778.9, 0.160891, 0.193408, 64.3564, 440, 4985.72, 88, 88, 440, 47.3365, 450
0597C998, 54826.2, 0.130322, 0.257426, 52.1287, 400, 4985.72, 80, 80, 400, 31.5346, 451
0597C998, 54857.8, 0.15769, 0.189559, 63.076, 440, 5025.72, 88, 88, 440, 46.3948, 452
0597C998, 54904.2, 0.127729, 0.252304, 51.0915, 400, 5025.72, 80, 80, 400, 30.9072, 453
0597C998, 54935.1, 0.154552, 0.185787, 61.8208, 440, 5065.72, 88, 88, 440, 45.4715, 454
0597C998, 54980.5, 0.125187, 0.247283, 50.0748, 400, 5065.72, 80, 80, 400, 30.2921, 455
0597C998, 55010.8, 0.151476, 0.18209, 60.5904, 440, 5105.72, 88, 88, 440, 44.5664, 456
0597C998, 55055.4, 0.122696, 0.242361, 49.0783, 400, 5105.72, 80, 80, 400, 29.6894, 457
0597C998, 55085.1, 0.148462, 0.178467, 59.3848, 440, 5145.72, 88, 88, 440, 43.6797, 458
0597C998, 55128.8, 0.120254, 0.237539, 48.1016, 400, 5145.72, 80, 80, 400, 29.0985, 459
0597C998, 55157.9, 0.145507, 0.174915, 58.203, 440, 5185.72, 88, 88, 440, 42.8105, 460
0597C998, 55200.7, 0.117861, 0.232812, 47.1443, 400, 5185.72, 80, 80, 400, 28.5194, 461
0597C998, 55229.2, 0.142612, 0.171434, 57.0448, 440, 5225.72, 88, 88, 440, 41.9586, 462
0597C998, 55271.2, 0.115515, 0.228179, 46.2061, 400, 5225.72, 80, 80, 400, 27.9518, 463
0597C998, 55299.1, 0.139774, 0.168022, 55.9096, 440, 5265.72, 88, 88, 440, 41.1236, 464
0597C998, 55340.2, 0.113217, 0.223638, 45.2866, 400, 5265.72, 80, 80, 400, 27.3956, 465
0597C998, 55367.6, 0.136992, 0.164679, 54.7968, 440, 5305.72, 88, 88, 440, 40.3051, 466
0597C998, 55407.9, 0.110964, 0.219187, 44.3855, 400, 5305.72, 80, 80, 400, 26.8505, 467
0597C998, 55434.8, 0.134266, 0.161402, 53.7064, 440, 5345.72, 88, 88, 440, 39.503, 468
0597C998, 55474.3, 0.108755, 0.214825, 43.5021, 400, 5345.72, 80, 80, 400, 26.3161, 469
0597C998, 55500.6, 0.131594, 0.15819, 52.6375, 440, 5385.72, 88, 88, 440, 38.7169, 470
0597C998, 55539.3, 0.106591, 0.21055, 42.6366, 400, 5385.72, 80, 80, 400, 25.7926, 471
0597C998, 55565.1, 0.128975, 0.155042, 51.5901, 440, 5425.72, 88, 88, 440, 37.9464, 472
0597C998, 55603.1, 0.10447, 0.206361, 41.788, 400, 5425.72, 80, 80, 400, 25.2792, 473
0597C998, 55628.3, 0.126409, 0.151956, 50.5636, 440, 5465.72, 88, 88, 440, 37.1914, 474
0597C998, 55665.5, 0.102391, 0.202254, 40.9564, 400, 5465.72, 80, 80, 400, 24.7761, 475
0597C998, 55690.3, 0.123893, 0.148932, 49.5574, 440, 5505.72, 88, 88, 440, 36.4514, 476
0597C998, 55726.8, 0.100354, 0.19823, 40.1414, 400, 5505.72, 80, 80, 400, 24.283, 477
0597C998, 55751, 0.121428, 0.145969, 48.5711, 440, 5545.72, 88, 88, 440, 35.7258, 478
0597C998, 55786.8, 0.0983565, 0.194284, 39.3426, 400, 5545.72, 80, 80, 400, 23.7998, 479
0597C998, 55810.6, 0.119011, 0.143064, 47.6044, 440, 5585.72, 88, 88, 440, 35.0148, 480
0597C998, 55845.6, 0.0963992, 0.190418, 38.5597, 400, 5585.72, 80, 80, 400, 23.3263, 481
0597C998, 55868.9, 0.116643, 0.140217, 46.6573, 440, 5625.72, 88, 88, 440, 34.3182, 482
0597C998, 55903.2, 0.0944809, 0.186629, 37.7923, 400, 5625.72, 80, 80, 400, 22.8619, 483
0597C998, 55926.1, 0.114322, 0.137426, 45.7288, 440, 5665.72, 88, 88, 440, 33.6353, 484
0597C998, 55959.7, 0.0926007, 0.182915, 37.0403, 400, 5665.72, 80, 80, 400, 22.4071, 485
0597C998, 55982.1, 0.112047, 0.134692, 44.8188, 440, 5705.72, 88, 88, 440, 32.9659, 486
0597C998, 56015.1, 0.090758, 0.179275, 36.3032, 400, 5705.72, 80, 80, 400, 21.9612, 487
0597C998, 56037.1, 0.109817, 0.132012, 43.9269, 440, 5745.72, 88, 88, 440, 32.3099, 488
0597C998, 56069.4, 0.0889519, 0.175708, 35.5808, 400, 5745.72, 80, 80, 400, 21.5241, 489
0597C998, 56090.9, 0.107632, 0.129385, 43.0527, 440, 5785.72, 88, 88, 440, 31.6668, 490
0597C998, 56122.6, 0.0871817, 0.172211, 34.8727, 400, 5785.72, 80, 80, 400, 21.0959, 491
0597C998, 56143.7, 0.10549, 0.12681, 42.1959, 440, 5825.72, 88, 88, 440, 31.0366, 492
0597C998, 56174.7, 0.0854468, 0.168784, 34.1787, 400, 5825.72, 80, 80, 400, 20.676, 493
0597C998, 56195.4, 0.103391, 0.124286, 41.3562, 440, 5865.72, 88, 88, 440, 30.419, 494
0597C998, 56225.8, 0.0837464, 0.165425, 33.4985, 400, 5865.72, 80, 80, 400, 20.2645, 495
0597C998, 56246.1, 0.101333, 0.121813, 40.5334, 440, 5905.72, 88, 88, 440, 29.8139, 496
0597C998, 56275.9, 0.0820799, 0.162133, 32.8319, 400, 5905.72, 80, 80, 400, 19.8613, 497
0597C998, 56295.7, 0.0993166, 0.119389, 39.7267, 440, 5945.72, 88, 88, 440, 29.2205, 498
0597C998, 56324.9, 0.0804465, 0.158907, 32.1785, 400, 5945.72, 80, 80, 400, 19.466, 499
0597C998, 56344.4, 0.0973402, 0.117013, 38.9361, 440, 5985.72, 88, 88, 440, 28.639, 500
0597C998, 56373, 0.0788456, 0.155744, 31.5383, 400, 5985.72, 80, 80, 400, 19.0787, 501
0597C998, 56392.1, 0.0954032, 0.100349, 38.1612, 440, 6025.72, 88, 88, 440, 29.3305, 502
0597C998, 56421.5, 0.0772766, 0.133564, 30.9106, 400, 6025.72, 80, 80, 400, 20.2254, 503
0597C998, 56441.7, 0.0935047, 0.0983518, 37.4018, 440, 6065.72, 88, 88, 440, 28.7469, 504
0597C998, 56470.4, 0.0757388, 0.130906, 30.2955, 400, 6065.72, 80, 80, 400, 19.823, 505
0597C998, 56490.3, 0.0916439, 0.0963949, 36.6576, 440, 6105.72, 88, 88, 440, 28.1749, 506
0597C998, 56518.4, 0.0742316, 0.128302, 29.6926, 400, 6105.72, 80, 80, 400, 19.4284, 507
0597C998, 56537.9, 0.0898202, 0.0944763, 35.9281, 440, 6145.72, 88, 88, 440, 27.6142, 508
0597C998, 56565.5, 0.0727544, 0.125748, 29.1017, 400, 6145.72, 80, 80, 400, 19.0418, 509
0597C998, 56584.5, 0.0880328, 0.0925962, 35.2131, 440, 6185.72, 88, 88, 440, 27.0647, 510
0597C998, 56611.6, 0.0713065, 0.123246, 28.5226, 400, 6185.72, 80, 80, 400, 18.6629, 511
0597C998, 56630.2, 0.0862809, 0.0907537, 34.5123, 440, 6225.72, 88, 88, 440, 26.526, 512
0597C998, 56656.8, 0.0698875, 0.120793, 27.955, 400, 6225.72, 80, 80, 400, 18.2915, 513
0597C998, 56675.1, 0.0845639, 0.0889476, 33.8256, 440, 6265.72, 88, 88, 440, 25.9982, 514
0597C998, 56701.1, 0.0684968, 0.11839, 27.3987, 400, 6265.72, 80, 80, 400, 17.9275, 515
0597C998, 56719, 0.0828811, 0.0871776, 33.1524, 440, 6305.72, 88, 88, 440, 25.4808, 516
0597C998, 56744.5, 0.0671337, 0.116033, 26.8535, 400, 6305.72, 80, 80, 400, 17.5709, 517
0597C998, 56762, 0.0812318, 0.0854431, 32.4928, 440, 6345.72, 88, 88, 440, 24.9738, 518
0597C998, 56787, 0.0657977, 0.113725, 26.3191, 400, 6345.72, 80, 80, 400, 17.2211, 519
0597C998, 56804.2, 0.0796153, 0.0837426, 31.8462, 440, 6385.72, 88, 88, 440, 24.4768, 520
0597C998, 56828.7, 0.0644884, 0.111462, 25.7954, 400, 6385.72, 80, 80, 400, 16.8784, 521
0597C998, 56845.6, 0.0780309, 0.0820762, 31.2123, 440, 6425.72, 88, 88, 440, 23.9896, 522
0597C998, 56869.6, 0.063205, 0.109243, 25.282, 400, 6425.72, 80, 80, 400, 16.5425, 523
